priority,code,entity_type,entity_id,name,detail
high,first_pass_pending,character,char-ba1a693126,憲紀の母の新しい夫,人物個別の再精査前。
medium,thin_profile,character,char-25dbde0cc7,憲紀の異父弟,紹介文が19字。経歴・特徴として不足。
high,first_pass_pending,character,char-25dbde0cc7,憲紀の異父弟,人物個別の再精査前。
high,first_pass_pending,character,char-1bbe626376,斉藤さん（娘）,人物個別の再精査前。
high,first_pass_pending,character,char-91ac59016d,斉藤さん（母）,人物個別の再精査前。
high,first_pass_pending,character,char-9f27f7b399,斎藤雨矢,人物個別の再精査前。
high,first_pass_pending,character,char-63369aaf46,新田新,人物個別の再精査前。
high,first_pass_pending,character,char-0cb661851e,新田明,人物個別の再精査前。
medium,thin_profile,character,char-0839ba226c,日下部の妹,紹介文が18字。経歴・特徴として不足。
high,first_pass_pending,character,char-0839ba226c,日下部の妹,人物個別の再精査前。
high,first_pass_pending,character,char-53c5711b23,日下部篤也,人物個別の再精査前。
high,first_pass_pending,character,char-3062a0117e,日車寛見,人物個別の再精査前。
high,first_pass_pending,character,char-00f5cc93b4,星綺羅羅,人物個別の再精査前。
medium,thin_profile,character,char-0fd233938d,朝霧夢,紹介文が16字。経歴・特徴として不足。
high,first_pass_pending,character,char-0fd233938d,朝霧夢,人物個別の再精査前。
high,first_pass_pending,character,char-d8252d61d4,来栖華,人物個別の再精査前。
high,first_pass_pending,character,char-d76df97dca,東堂葵,人物個別の再精査前。
high,first_pass_pending,character,char-da4ca46be3,枷場美々子,人物個別の再精査前。
high,first_pass_pending,character,char-1a74b17cf8,枷場菜々子,人物個別の再精査前。
high,first_pass_pending,character,char-5da68e2f6c,格納型呪霊,人物個別の再精査前。
high,first_pass_pending,character,char-ac327bdd73,楽巌寺嘉伸,人物個別の再精査前。
high,first_pass_pending,character,char-ed98ec9440,武田,人物個別の再精査前。
high,first_pass_pending,character,char-9aa6c80b61,池沢,人物個別の再精査前。
high,first_pass_pending,character,char-d321eb3a66,沙織,人物個別の再精査前。
medium,thin_profile,character,char-87b2840742,清水,紹介文が24字。経歴・特徴として不足。
high,first_pass_pending,character,char-87b2840742,清水,人物個別の再精査前。
medium,thin_profile,character,char-8e2aed473c,清水涼香,紹介文が16字。経歴・特徴として不足。
high,first_pass_pending,character,char-8e2aed473c,清水涼香,人物個別の再精査前。
medium,thin_profile,character,char-df284f67ad,満象,紹介文が22字。経歴・特徴として不足。
high,first_pass_pending,character,char-df284f67ad,満象,人物個別の再精査前。
high,first_pass_pending,character,char-a61fa295f1,漏瑚,人物個別の再精査前。
high,first_pass_pending,character,char-b2b454d6e2,灰原雄,人物個別の再精査前。
high,first_pass_pending,character,char-fe30ff0de9,烏鷺亨子,人物個別の再精査前。
high,missing_sources,character,char-phase3-finger-bearer-bridge,特級呪霊（八十八橋）,出典参照がない。
medium,thin_profile,character,char-5d693ebac2,特級呪霊（少年院）,紹介文が23字。経歴・特徴として不足。
high,first_pass_pending,character,char-5d693ebac2,特級呪霊（少年院）,人物個別の再精査前。
high,first_pass_pending,character,char-a61d6ef891,狗巻棘,人物個別の再精査前。
high,first_pass_pending,character,char-cf2d32d5b9,猪野琢真,人物個別の再精査前。
high,first_pass_pending,character,char-76c359aa1d,玉犬 白,人物個別の再精査前。
medium,thin_profile,character,char-8236095713,玉犬 黒,紹介文が18字。経歴・特徴として不足。
high,first_pass_pending,character,char-8236095713,玉犬 黒,人物個別の再精査前。
medium,thin_profile,character,char-71d1706395,玉犬「渾」,紹介文が24字。経歴・特徴として不足。
high,first_pass_pending,character,char-71d1706395,玉犬「渾」,人物個別の再精査前。
high,first_pass_pending,character,char-4ff7a5b46e,甘井凛,人物個別の再精査前。
high,first_pass_pending,character,char-8ba89c1a5f,生徒会長,人物個別の再精査前。
high,first_pass_pending,character,char-92d504ce2f,疱瘡婆,人物個別の再精査前。
high,first_pass_pending,character,char-18d7c58412,真人,人物個別の再精査前。
high,first_pass_pending,character,char-3248ea0da4,真希・真依の母,人物個別の再精査前。
high,first_pass_pending,character,char-4a29b3de7b,石流龍,人物個別の再精査前。
high,first_pass_pending,character,char-ba2d62b596,祈本里香,人物個別の再精査前。
high,first_pass_pending,character,char-e5bfc97a26,祢木利久,人物個別の再精査前。
high,first_pass_pending,character,char-15c6f148d3,禪院信朗,人物個別の再精査前。
high,first_pass_pending,character,char-265abd362c,禪院扇,人物個別の再精査前。
high,first_pass_pending,character,char-e3d79a21e6,禪院甚壱,人物個別の再精査前。
high,first_pass_pending,character,char-b3be077b48,禪院直哉,人物個別の再精査前。
high,first_pass_pending,character,char-22abdd626c,禪院直毘人,人物個別の再精査前。
high,first_pass_pending,character,char-5724ed462b,禪院真依,人物個別の再精査前。
high,first_pass_pending,character,char-24d736edff,禪院真希,人物個別の再精査前。
high,first_pass_pending,character,char-1ea67a363b,禪院蘭太,人物個別の再精査前。
medium,thin_profile,character,char-cde7b13e78,禪院長寿郎,紹介文が23字。経歴・特徴として不足。
high,first_pass_pending,character,char-cde7b13e78,禪院長寿郎,人物個別の再精査前。
high,first_pass_pending,character,char-dea43d7fc7,秤金次,人物個別の再精査前。
high,first_pass_pending,character,char-d31c75a751,粟坂二良,人物個別の再精査前。
high,first_pass_pending,character,char-833a399363,組屋鞣造,人物個別の再精査前。
high,first_pass_pending,character,char-678a848346,羂索,人物個別の再精査前。
high,first_pass_pending,character,char-56bf974c92,羽場,人物個別の再精査前。
high,first_pass_pending,character,char-cb2d7aa2a7,羽生,人物個別の再精査前。
medium,thin_profile,character,char-0be6deff32,脱兎,紹介文が21字。経歴・特徴として不足。
high,first_pass_pending,character,char-0be6deff32,脱兎,人物個別の再精査前。
high,first_pass_pending,character,char-851111b10d,脹相,人物個別の再精査前。
high,first_pass_pending,character,char-9148bf784c,花御,人物個別の再精査前。
high,first_pass_pending,character,char-f65b4fe4b0,菅田真奈美,人物個別の再精査前。
medium,thin_profile,character,char-3e900c584c,藤沼,紹介文が23字。経歴・特徴として不足。
high,first_pass_pending,character,char-3e900c584c,藤沼,人物個別の再精査前。
high,first_pass_pending,character,char-5bc95bc9e0,藤沼（姉）,人物個別の再精査前。
high,first_pass_pending,character,char-851481d8c3,虎杖仁,人物個別の再精査前。
high,first_pass_pending,character,char-0ee50b4740,虎杖倭助,人物個別の再精査前。
high,first_pass_pending,character,char-baadf43d19,虎杖悠仁,人物個別の再精査前。
high,first_pass_pending,character,char-ad3a5428f6,虎杖香織,人物個別の再精査前。
medium,thin_profile,character,char-5ae093db78,虹龍,紹介文が24字。経歴・特徴として不足。
high,first_pass_pending,character,char-5ae093db78,虹龍,人物個別の再精査前。
medium,thin_profile,character,char-27e18811b4,蛯名仁次,紹介文が22字。経歴・特徴として不足。
high,first_pass_pending,character,char-27e18811b4,蛯名仁次,人物個別の再精査前。
high,first_pass_pending,character,char-848db5733c,蝗GUY,人物個別の再精査前。
medium,thin_profile,character,char-b18262c082,蝦蟇,紹介文が19字。経歴・特徴として不足。
high,first_pass_pending,character,char-b18262c082,蝦蟇,人物個別の再精査前。
medium,thin_profile,character,char-f479972eca,蠅頭,紹介文が20字。経歴・特徴として不足。
high,first_pass_pending,character,char-f479972eca,蠅頭,人物個別の再精査前。
high,first_pass_pending,character,char-964e851215,血塗,人物個別の再精査前。
high,first_pass_pending,character,char-000313127b,裏梅,人物個別の再精査前。
high,first_pass_pending,character,char-484fd66a1e,西宮桃,人物個別の再精査前。
medium,thin_profile,character,char-5481fbccc6,貫牛,紹介文が21字。経歴・特徴として不足。
high,first_pass_pending,character,char-5481fbccc6,貫牛,人物個別の再精査前。
high,first_pass_pending,character,char-6c8cc9b546,重面春太,人物個別の再精査前。
medium,thin_profile,character,char-1b63d8dcdc,金森,紹介文が23字。経歴・特徴として不足。
high,first_pass_pending,character,char-1b63d8dcdc,金森,人物個別の再精査前。
medium,thin_profile,character,char-8e6f9fc580,金田太一,紹介文が22字。経歴・特徴として不足。
high,first_pass_pending,character,char-8e6f9fc580,金田太一,人物個別の再精査前。
medium,thin_profile,character,char-486f7592ff,釘崎の祖母,紹介文が18字。経歴・特徴として不足。
high,first_pass_pending,character,char-5a0f7ded8d,釘崎野薔薇,人物個別の再精査前。
medium,thin_profile,character,char-577ea0ec09,針千鈞,紹介文が21字。経歴・特徴として不足。
high,first_pass_pending,character,char-577ea0ec09,針千鈞,人物個別の再精査前。
high,first_pass_pending,character,char-6674ce6baa,陀艮,人物個別の再精査前。
high,first_pass_pending,character,char-66caf9e7ec,陸上部顧問 高木,人物個別の再精査前。
high,first_pass_pending,character,char-116e724a1e,高木（弁護士）,人物個別の再精査前。
high,first_pass_pending,character,char-0bca269a4a,高田ちゃん,人物個別の再精査前。
high,first_pass_pending,character,char-02aa196fbb,髙羽史彦,人物個別の再精査前。
medium,thin_profile,character,char-996d48af99,鵺,紹介文が18字。経歴・特徴として不足。
high,first_pass_pending,character,char-996d48af99,鵺,人物個別の再精査前。
high,first_pass_pending,character,char-0e7004da56,鹿紫雲一,人物個別の再精査前。
high,first_pass_pending,character,char-a5d1c4b82b,麗美,人物個別の再精査前。
high,first_pass_pending,character,char-27f5cf78ab,黄櫨折,人物個別の再精査前。
high,first_pass_pending,character,char-526551b91f,黒井美里,人物個別の再精査前。
high,first_pass_pending,character,char-46cd8034d9,黒沐死,人物個別の再精査前。
high,first_pass_pending,technique,tech-42c5acf52c,G戦杖,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a88b067dfe,あべこべ,技・術式個別の再精査前。
medium,thin_description,technique,tech-536c06630d,グラニテブラスト,説明が17字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-536c06630d,グラニテブラスト,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase3-gorilla-mode,ゴリラモード,出典参照がない。
high,first_pass_pending,technique,tech-ef294e92de,ジャッジマン,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-8f302c25a5,ブラックホール化,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-fd5a754a56,リカ,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase4-chain-thousand-miles,万里ノ鎖,出典参照がない。
medium,thin_description,technique,tech-a83926de11,三重疾苦,説明が17字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-a83926de11,三重疾苦,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-3ed1d78924,不知井底,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4688b07b42,不義遊戯,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-d845dd244c,不義遊戯 改,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-ab33983457,世界を断つ斬撃,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-miracle-cannon,二重大祓砲,出典参照がない。
high,missing_sources,technique,tech-phase3-tsukumoso,付喪操術,出典参照がない。
high,first_pass_pending,technique,tech-af5ae87255,伏魔御廚子,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-3a1afe6fc8,供花,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-870eff819a,傀儡操術,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-9761156f3b,八握剣異戒神将魔虚羅,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1baac5a3fc,六眼,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-d9180946ec,共鳴り,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-05a7ab0dcd,円鹿,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4b7f0d29f5,再契象,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-e1903ce05c,処刑人の剣,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a34bfbb398,凰輪,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase4-clone-unnamed,分身を作る術式（名称不明）,出典参照がない。
high,first_pass_pending,technique,tech-e69f8fd37d,十劃呪法,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-7c3237f986,十種影法術,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-6dcae0cbae,単独禁区,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-cf5d1ac726,反転術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-d3451c7bbb,反重力機構,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-07d7ee8f6e,呪いの種子,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-5607df824a,呪力放出,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-deb6545546,呪言,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1bc0d9ec7b,呪霊操術,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-commissioned-curtain,嘱託式の帳,出典参照がない。
high,first_pass_pending,technique,tech-39d2b30b48,坐殺博徒,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-f81d55ad09,多重魂,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-polymorphic-soul-isomer,多重魂「撥体」,出典参照がない。
high,missing_sources,technique,tech-phase5-ultra-cannon,大祓砲,出典参照がない。
high,first_pass_pending,technique,tech-2abcf48f04,大蛇,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase4-inverted-spear,天逆鉾,出典参照がない。
high,first_pass_pending,technique,tech-0ec3138e2c,奇跡,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-582460898c,宇守羅彈,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1cd41afe2a,嵌合暗翳庭,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-7279b3b06c,嵌合獣 顎吐,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-d35d193e62,幻獣琥珀,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a0a8d9c6ff,幾魂異性体,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4298e6aa9b,式神の軌跡を領域にする術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1e8e6dda24,彌虚葛籠,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-ae26dbd914,御厨子,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4b6127d8a9,心身掌握,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-cc23098baa,投射呪法,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-7f37ba28b4,捌,技・術式個別の再精査前。
medium,thin_description,technique,tech-73135cb5c7,撥体,説明が19字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-73135cb5c7,撥体,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a35b2bcd34,改造人間,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-2374b0f892,星の怒り,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-f030266d16,星間飛行,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1e8b90a741,時胞月宮殿,技・術式個別の再精査前。
medium,missing_chapters,technique,tech-ba7bef139c,朶頤光海,関連話がない。
high,first_pass_pending,technique,tech-ba7bef139c,朶頤光海,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-c8154fa79f,朽,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-146ed91574,来訪瑞獣,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-9754429d12,植物を操る術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-0ed3695b85,極ノ番「うずまき」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-bbdf7b1f2f,極ノ番「隕」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-76bee748ec,楽巌寺の音楽術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-59d1d0e465,構築術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-9fc56bc1ca,模倣,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-dc54ab0cd7,死累累湧軍,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-8b33629c5d,水と海洋生物の術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-7210756e15,氷凝呪法,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-df284f67ad,満象,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase3-drumming-beat,激震掌（ドラミングビート）,出典参照がない。
high,first_pass_pending,technique,tech-542b17dcab,火山を操る術式,技・術式個別の再精査前。
medium,thin_description,technique,tech-ff727e6493,火礫蟲,説明が15字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-ff727e6493,火礫蟲,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-cf2f8dca4a,無下限呪術,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-71a2d65cad,無為転変,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-14f96ce777,無量空処,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-8b181ff845,無限,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-c4bca862c9,爛生刀,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-prison-realm,獄門疆,出典参照がない。
high,first_pass_pending,technique,tech-346182ab1b,獬豸,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-6c8be9e9eb,玉犬,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-71d1706395,玉犬「渾」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-3f2f2d1e05,瓦落瓦落,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-5eb242be96,百斂,技・術式個別の再精査前。
medium,thin_description,technique,tech-6e8a713c5b,直瀑,説明が19字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-6e8a713c5b,直瀑,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a9deccca5f,真球,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-2e1d5d03db,真贋相愛,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-7310b2ccf2,祈祷の歌,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-99fb78ca51,神風,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-c2ae5ed6dc,究極メカ丸,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-a9666d4ecb,空を操る術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-5d6a005065,穿血,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4b0b9dc682,竈「開」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-ffcf652351,竜,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-e28246ff34,簡易領域,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-932f1fb717,簪,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-5c0ec253ee,翅王,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-6246245c7a,肉体を渡る術式,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-f1d024fea2,胎蔵遍野,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-0be6deff32,脱兎,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-f0f06d52dc,自閉円頓裹,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-2ac2471b12,芻霊呪法,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase3-karibarai,苅祓,出典参照がない。
high,first_pass_pending,technique,tech-7341630eb6,落花の情,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-6af565fce4,蓋棺鉄囲山,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-81aaf10015,蕩蘊平線,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-1aadb53ceb,虎杖悠仁の領域,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-fb21434f98,虚式「茈」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-d9efa28175,蝕爛腐術,技・術式個別の再精査前。
medium,thin_description,technique,tech-b18262c082,蝦蟇,説明が17字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-b18262c082,蝦蟇,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-2326f083fd,術式の消滅,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-6e6dd087e1,術式反転「赫」,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-90aaa17cfe,術式順転「蒼」,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-mechamaru-mode-absolute,装甲傀儡 究極メカ丸 試作0号,出典参照がない。
high,first_pass_pending,technique,tech-d2feb31d47,解,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-3bd924870c,誅伏賜死,技・術式個別の再精査前。
medium,thin_description,technique,tech-5481fbccc6,貫牛,説明が19字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-5481fbccc6,貫牛,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase3-aka-shibari,赤縛,出典参照がない。
high,first_pass_pending,technique,tech-a1213858c7,赤血操術,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-e66786ca8f,赤鱗躍動,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-4b352da6cb,超人,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-17ae81079b,超新星,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-pigeon-viola,追尾弾～五重奏～,出典参照がない。
high,first_pass_pending,technique,tech-c657f1cc7e,遍殺即霊体,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-56316150ed,邪去侮の梯子,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase4-split-soul-katana,釈魂刀,出典参照がない。
high,first_pass_pending,technique,tech-fbf15eb3e2,降霊術,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-aee71097f5,電気の呪力特性,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-025face7f0,霊亀,技・術式個別の再精査前。
medium,thin_description,technique,tech-c958121642,霜凪,説明が17字。条件・制限・効果として不足。
high,first_pass_pending,technique,tech-c958121642,霜凪,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-34f2643025,領域展延,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-996d48af99,鵺,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-589e683ddd,麒麟,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-69d5ecb511,黒閃,技・術式個別の再精査前。
high,first_pass_pending,technique,tech-ab3bfa159a,黒鳥操術,技・術式個別の再精査前。
high,missing_sources,technique,tech-phase5-ino-ryu,龍,出典参照がない。
high,missing_sources,term,term-phase6-adaptation,あらゆる事象への適応,直接の出典参照がない。
high,missing_sources,term,term-8a6e43878f,コガネ,直接の出典参照がない。
high,first_pass_pending,term,term-8a6e43878f,コガネ,用語個別の再精査前。
high,missing_sources,term,term-phase5-new-shadow-style,シン・陰流,直接の出典参照がない。
high,missing_sources,term,term-f6f3d2df55,パンダの三つの核,直接の出典参照がない。
high,missing_sources,term,term-38f3fd22bf,パンダ活動停止,直接の出典参照がない。
medium,missing_chapters,term,term-38f3fd22bf,パンダ活動停止,関連話がない。
high,missing_sources,term,term-b91ee9e36d,フィジカルギフテッド,直接の出典参照がない。
medium,missing_chapters,term,term-b91ee9e36d,フィジカルギフテッド,関連話がない。
high,first_pass_pending,term,term-b91ee9e36d,フィジカルギフテッド,用語個別の再精査前。
high,missing_sources,term,term-399736afa9,ブラックホール,直接の出典参照がない。
high,missing_sources,term,term-phase3-grade1-recommendation,一級術師推薦,直接の出典参照がない。
high,missing_sources,term,term-96346336c2,三者同時の領域展開,直接の出典参照がない。
high,missing_sources,term,term-5aa1fd50d5,世界を断つ斬撃の成立,直接の出典参照がない。
high,missing_sources,term,term-a0ce00ef9e,両面宿儺の指,直接の出典参照がない。
high,first_pass_pending,term,term-a0ce00ef9e,両面宿儺の指,用語個別の再精査前。
high,missing_sources,term,term-08541db692,五条家,直接の出典参照がない。
high,first_pass_pending,term,term-08541db692,五条家,用語個別の再精査前。
high,missing_sources,term,term-549dd18f32,京都姉妹校交流会,直接の出典参照がない。
high,missing_sources,term,term-02e77960ce,京都府立呪術高等専門学校,直接の出典参照がない。
medium,missing_chapters,term,term-02e77960ce,京都府立呪術高等専門学校,関連話がない。
high,first_pass_pending,term,term-02e77960ce,京都府立呪術高等専門学校,用語個別の再精査前。
high,missing_sources,term,term-3efd4cb8d8,仙台結界,直接の出典参照がない。
high,missing_sources,term,term-1f164a840a,仙台結界の四つ巴,直接の出典参照がない。
high,missing_sources,term,term-78481f5abd,仮想怨霊,直接の出典参照がない。
medium,missing_chapters,term,term-78481f5abd,仮想怨霊,関連話がない。
high,first_pass_pending,term,term-78481f5abd,仮想怨霊,用語個別の再精査前。
high,missing_sources,term,term-41c52a18d0,仮想質量,直接の出典参照がない。
high,missing_sources,term,term-f314ce3b7a,伏黒恵への受肉,直接の出典参照がない。
high,missing_sources,term,term-61f2f5fc0d,元星漿体,直接の出典参照がない。
high,missing_sources,term,term-7efec3f5a3,入れ替え修行,直接の出典参照がない。
high,first_pass_pending,term,term-7efec3f5a3,入れ替え修行,用語個別の再精査前。
high,missing_sources,term,term-phase5-six-eyes,六眼,直接の出典参照がない。
high,missing_sources,term,term-3777b71218,加茂家,直接の出典参照がない。
high,first_pass_pending,term,term-3777b71218,加茂家,用語個別の再精査前。
high,missing_sources,term,term-phase7-thousand-year-vows,千年前の術師との縛り,直接の出典参照がない。
